10000, 0.004987
20000, 0.012568
30000, 0.027528
40000, 0.040095
50000, 0.05306
60000, 0.067421
70000, 0.08278
80000, 0.105222
90000, 0.131551
100000, 0.161272
110000, 0.191391
120000, 0.218129
130000, 0.247851
140000, 0.279168
150000, 0.313277
160000, 0.349531
170000, 0.390821
180000, 0.435103
190000, 0.48457
200000, 0.536423
