10000, 0.006981
20000, 0.013963
30000, 0.022939
40000, 0.03391
50000, 0.038897
60000, 0.047873
70000, 0.062833
80000, 0.081783
90000, 0.10173
100000, 0.121676
110000, 0.147608
120000, 0.181518
130000, 0.208446
140000, 0.23338
150000, 0.347078
160000, 0.406918
170000, 0.443821
180000, 0.504659
190000, 0.550536
200000, 0.623343
