10000, 0.005984
20000, 0.008976
30000, 0.011968
40000, 0.01496
50000, 0.019946
60000, 0.02593
70000, 0.036901
80000, 0.045877
90000, 0.055848
100000, 0.070809
110000, 0.083774
120000, 0.093731
130000, 0.102707
140000, 0.11268
150000, 0.125646
160000, 0.136617
170000, 0.151576
180000, 0.16553
190000, 0.181489
200000, 0.198443
